Quote on 1/29/25 17:53:43

Bullish
Symbol,Last,Net Chng,ATR,BreakD,Phae-D,BreakWk,Phae-W,BreakM,Phae-M
BLMN,12.70,+.25,0.56,$|0.07|0.07|-0.13|-0.00|-0.21,A Bull|E Bu Rev 3-1-2,!|0|0|0|-0.11|-0.32,A Bull|H2 Green 2u,?|1.31|1.17|0.96|-0.15|-0.35,A Bull|H0 Bu Rev 50%
BMBL,8.32,+.30,0.43,!|0|0|0|-0.20|-0.21,A Bull|H2 Green 2u,?|0.40|0.19|0.17|-0.21|-0.23,A Bull|C Bu Rev 1-2-2,?|0.81|0.71|0.51|-0.11|-0.30,A Bull|H0 Bu Rev 50%
BOOT,173.44,-.53,5.83,!|0|0|0|0.53|-2.67,A Bull|H2 Green 2u,!|0|0|0|-2.67|-5.87,A Bull|H2 Green 2u,!|0|0|0|-16.68|-19.88,A Bull|H2 Green 2u
BROS,61.86,+2.27,2.21,!|0|0|0|-1.01|-1.39,A Bull|H2 Green 2u,$|1.16|-0.76|-1.14|-1.92|-2.30,A Bull|H5 Green 3,!|0|0|0|-5.76|-6.14,A Bull|H2 Green 2u
BTSG,23.75,+1.02,1.11,!|0|0|0|0.06|-0.02,A Bull|H1 Bu Rev 3-2u,!|0|0|0|-0.78|-0.86,A Bull|H2 Green 2u,$|1.54|-4.16|-4.24|-5.71|-5.79,A Bull|H5 Green 3
BX,185.38,-.21,4.69,!|0|0|0|1.13|-1.25,A Bull|H2 Green 2u,?|4.26|2.57|0.19|-1.69|-4.07,A Bull|H0 Bu Rev 50%,?|13.97|8.62|6.05|-5.35|-7.92,A Bull|H0 Bu Rev 50%
CAKE,53.85,+.75,1.69,!|0|0|0|-0.39|-1.24,A Bull|H2 Green 2u(G),!|0|0|0|-0.95|-1.80,A Bull|H2 Green 2u,!|0|0|0|-1.75|-2.60,A Bull|H2 Green 2u
CARS,18.86,+.25,0.56,!|0|0|0|-0.15|-0.24,A Bull|H2 Green 2u,$|0.05|-0.93|-1.02|-0.98|-1.07,A Bull|H1 Bu Rev 1-2u,?|1.77|1.61|1.52|-0.16|-0.25,A Bull|H0 Bu Rev 50%
CART,48.10,+1.35,1.69,$|0.03|-1.32|-1.50|-1.35|-1.53,A Bull|E Bu Rev 3-1-2,$|0.64|-0.75|-0.93|-1.39|-1.57,A Bull|H1 Bu Rev 1-2u,?|4.15|1.91|1.73|-2.24|-2.42,A Bull|H1 Bu Rev 1-2u
CAVA,135.33,+9.37,4.94,!|0|0|0|-9.19|-9.59,A Bull|H2 Green 2u(G),!|0|0|0|-8.85|-9.25,A Bull|H2 Green 2u,?|21.37|18.01|17.61|-3.36|-3.76,A Bull|H0 Bu Rev 50%
CBRL,63.01,+.34,3.07,$|0.65|0.88|-0.18|0.23|-0.83,A Bull|H1 Bu Rev 1-2u,!|0|0|0|-0.81|-1.87,A Bull|H2 Green 2u,!|0|0|0|-3.81|-4.87,A Bull|H2 Green 2u
CCL,27.91,+.14,0.92,!|0|0|0|-0.09|-0.30,A Bull|H2 Green 2u,$|0.91|-1.14|-1.35|-2.05|-2.26,A Bull|H5 Green 3,$|1.43|-0.75|-0.96|-2.17|-2.38,A Bull|H5 Green 3
CERT,13.89,+.02,0.62,!|0|0|0|0.01|-0.08,A Bull|H2 Green 2u,!|0|0|0|-0.21|-0.30,A Bull|H2 Green 2u,!|0|0|0|-2.06|-2.15,A Bull|H2 Green 2u
CHKP,203.90,+.96,4.46,!|0|0|0|0.53|-0.39,A Bull|H2 Green 2u,!|0|0|0|-6.51|-7.44,A Bull|H2 Green 2u,$|5.66|-11.91|-12.83|-17.56|-18.49,A Bull|H5 Green 3
CIB,40.30,+1.63,1.04,!|0|0|0|-0.57|-0.70,A Bull|H2 Green 2u,!|0|0|0|-4.59|-4.72,A Bull|H2 Green 2u,!|0|0|0|-6.60|-6.73,A Bull|H2 Green 2u
COGT,9.30,+.37,0.6,!|0|0|0|-0.29|-0.45,A Bull|H1 Bu Rev 3-2u,!|0|0|0|-0.27|-0.43,A Bull|H2 Green 2u,?|1.63|1.25|1.09|-0.38|-0.54,A Bull|H0 Bu Rev 50%
COOP,105.36,-.50,2.71,$|1.16|2.01|-0.28|0.86|-1.44,A Bull|H5 Green 3,!|0|0|0|-0.36|-2.66,A Bull|H2 Green 2u,$|3.47|-5.66|-7.95|-9.13|-11.43,A Bull|H5 Green 3
COST,964.02,+5.35,16.75,$|1.28|2.97|-1.27|1.69|-2.55,A Bull|E Bu Rev 3-1-2,$|11.50|-7.47|-11.71|-18.97|-23.20,A Bull|H5 Green 3,?|47.86|44.23|39.99|-3.63|-7.86,A Bull|H0 Bu Rev 50%
COUR,9.58,+.02,0.39,!|0|0|0|0.15|-0.04,A Bull|H2 Green 2u,$|0.02|-0.80|-0.99|-0.82|-1.01,A Bull|A Bu Rev 2x inside,!|0|0|0|-0.54|-0.73,A Bull|H2 Green 2u
CPRX,23.96,+1.12,0.95,$|0.04|-0.82|-1.10|-0.86|-1.14,A Bull|E Bu Rev 3-1-2,$|0.11|-0.70|-0.98|-0.81|-1.09,A Bull|A Bu Rev 2x inside,$|0.92|-1.30|-1.57|-2.22|-2.50,A Bull|H5 Green 3
CRBG,34.13,+1.33,0.83,!|0|0|0|-0.42|-0.62,A Bull|H2 Green 2u,!|0|0|0|-0.85|-1.05,A Bull|H2 Green 2u,$|1.02|-0.31|-0.51|-1.33|-1.53,A Bull|G Bu Rev 2-2
CSGS,58.29,+1.85,1.72,!|0|0|0|-1.69|-7.88,A Bull|H2 Green 2u,!|0|0|0|-3.17|-9.36,A Bull|H2 Green 2u,$|2.76|-2.44|-8.63|-5.20|-11.39,A Bull|H5 Green 3
CSV,41.73,+1.23,0.95,$|0.31|-0.93|-0.93|-1.24|-1.24,A Bull|H5 Green 3,!|0|0|0|-0.62|-0.62,A Bull|H2 Green 2u,?|1.63|0.40|0.40|-1.23|-1.23,A Bull|H0 Bu Rev 50%
CTSH,81.19,+.23,1.43,!|0|0|0|0.18|-0.32,A Bull|H2 Green 2u,!|0|0|0|-0.81|-1.31,A Bull|H2 Green 2u,?|3.42|1.27|0.77|-2.15|-2.65,A Bull|H0 Bu Rev 50%
CTVA,65.00,+.72,1.22,!|0|0|0|-0.14|-0.58,A Bull|H2 Green 2u,!|0|0|0|-0.68|-1.12,A Bull|H2 Green 2u(G),$|3.17|-2.51|-2.95|-5.68|-6.12,A Bull|H5 Green 3
CUK,25.41,+.12,0.81,!|0|0|0|-0.11|-0.26,A Bull|H2 Green 2u,$|0.75|-1.22|-1.38|-1.96|-2.12,A Bull|H5 Green 3,$|1.32|-0.75|-0.91|-2.07|-2.22,A Bull|H5 Green 3
CVNA,245.46,+.61,11.68,?|2.50|3.04|1.75|0.54|-0.75,A Bull|D Bu Rev 3-2-2,!|0|0|0|-0.90|-3.94,A Bull|H2 Green 2u,?|31.78|17.14|14.10|-14.63|-17.67,A Bull|H0 Bu Rev 50%
DAL,68.43,+.78,2.01,$|0.56|-0.16|-0.25|-0.71|-0.81,A Bull|E Bu Rev 3-1-2,?|1.64|1.55|1.45|-0.09|-0.19,A Bull|H0 Bu Rev 50%,$|4.59|-0.93|-2.48|-5.53|-7.08,A Bull|H5 Green 3
DAN,16.51,+.36,0.67,!|0|0|0|-0.30|-0.43,A Bull|H2 Green 2u(G),!|0|0|0|-0.40|-0.53,A Bull|H2 Green 2u,!|0|0|0|-3.19|-3.32,A Bull|H2 Green 2u
DANOY,13.8600,-.1399,0.35,?|0|0|0|0.14|0.06,A Bull|H3 Green 2d,!|0|0|0|-0.23|-0.45,A Bull|H2 Green 2u(G),$|0.34|-0.01|-0.23|-0.35|-0.57,A Bull|H5 Green 3
DASH,185.78,+1.29,4.6,!|0|0|0|-0.40|-1.41,A Bull|H2 Green 2u,!|0|0|0|-1.52|-2.53,A Bull|H2 Green 2u,!|0|0|0|-4.00|-5.01,A Bull|H2 Green 2u
DHT,11.17,+.13,0.4,!|0|0|0|-0.08|-0.16,A Bull|H2 Green 2u,?|0.41|0.24|0.16|-0.17|-0.25,A Bull|G Bu Rev 2-2,$|1.05|-0.12|-0.36|-1.17|-1.41,A Bull|G Bu Rev 2-2
DLO,13.09,+.45,0.43,!|0|0|0|-0.41|-0.41,A Bull|H2 Green 2u(G),!|0|0|0|-0.86|-0.86,A Bull|H2 Green 2u,?|1.43|0.58|0.58|-0.85|-0.85,A Bull|H0 Bu Rev 50%
DOCS,57.67,+.54,2.04,!|0|0|0|-0.20|-0.80,A Bull|H2 Green 2u,!|0|0|0|-0.29|-0.89,A Bull|H2 Green 2u,?|4.09|1.47|0.87|-2.62|-3.22,A Bull|H0 Bu Rev 50%
DRI,193.80,+1.40,4.0,!|0|0|0|0.90|-0.15,A Bull|H2 Green 2u,!|0|0|0|-5.29|-6.34,A Bull|H2 Green 2u,!|0|0|0|-4.62|-5.67,A Bull|H2 Green 2u
EAT,179.79,+25.18,6.58,!|0|0|0|-24.24|-25.54,A Bull|H2 Green 2u(G),$|4.14|-24.66|-25.96|-28.80|-30.10,A Bull|H5 Green 3,!|0|0|0|-41.93|-43.23,A Bull|H2 Green 2u
EC,9.04,+.43,0.24,!|0|0|0|-0.39|-0.41,A Bull|H2 Green 2u,$|0.12|-0.57|-0.59|-0.69|-0.71,A Bull|H5 Green 3,!|0|0|0|-0.61|-0.63,A Bull|H2 Green 2u
FI,212.51,+.79,3.95,!|0|0|0|1.38|-6.38,A Bull|H2 Green 2u,!|0|0|0|-1.73|-9.48,A Bull|H2 Green 2u,?|10.83|9.68|1.93|-1.15|-8.90,A Bull|H0 Bu Rev 50%
FOX,47.85,+.27,0.82,$|0.10|0.21|-0.28|0.11|-0.38,A Bull|H1 Bu Rev 1-2u,$|0.33|-0.93|-1.42|-1.26|-1.75,A Bull|C Bu Rev 1-2-2,!|0|0|0|-0.05|-0.55,A Bull|H2 Green 2u
FTDR,62.39,+1.06,1.69,!|0|0|0|-0.39|-0.50,A Bull|H2 Green 2u,$|1.18|-2.64|-2.75|-3.82|-3.93,A Bull|H5 Green 3,$|2.89|-2.58|-2.69|-5.47|-5.58,A Bull|H5 Green 3
FTV,80.65,+.26,1.23,$|0.02|-0.13|-0.40|-0.15|-0.42,A Bull|F Bu Rev 2-1-2,?|0.75|0.35|0.08|-0.41|-0.67,A Bull|H0 Bu Rev 50%,$|0.43|-0.49|-0.84|-0.92|-1.27,A Bull|E Bu Rev 3-1-2
FWRG,21.34,+.11,0.91,!|0|0|0|0.21|-0.35,A Bull|H2 Green 2u,$|0.54|-1.28|-1.84|-1.82|-2.38,A Bull|F Bu Rev 2-1-2,$|1.13|-1.10|-1.66|-2.23|-2.79,A Bull|H5 Green 3
GLBE,60.50,+.30,1.86,!|0|0|0|0.41|-0.33,A Bull|H2 Green 2u,!|0|0|0|-1.60|-2.34,A Bull|H2 Green 2u,$|3.06|-2.65|-3.39|-5.71|-6.45,A Bull|H5 Green 3
HESM,41.70,+.83,1.0,$|0.38|-0.22|-0.67|-0.60|-1.05,A Bull|E Bu Rev 3-1-2,$|0.58|-0.09|-0.54|-0.67|-1.12,A Bull|H5 Green 3,$|0.30|-3.47|-3.92|-3.77|-4.22,A Bull|H1 Bu Rev 1-2u
HOOD,51.15,+1.75,2.58,$|0.35|-1.00|-1.56|-1.35|-1.91,A Bull|F Bu Rev 2-1-2,?|1.95|0.91|0.35|-1.04|-1.60,A Bull|H0 Bu Rev 50%,!|0|0|0|-7.32|-8.23,A Bull|H2 Green 2u
HQY,108.80,+1.09,3.3,!|0|0|0|-0.91|-3.47,A Bull|H2 Green 2u,!|0|0|0|-0.93|-3.49,A Bull|H2 Green 2u,$|1.42|-2.98|-5.54|-4.40|-6.96,A Bull|H1 Bu Rev 1-2u
HSBC,52.16,+.20,0.63,$|0.14|-0.02|-0.30|-0.16|-0.44,A Bull|G Bu Rev 2-2,!|0|0|0|-0.56|-0.84,A Bull|H2 Green 2u(G),!|0|0|0|-2.30|-2.58,A Bull|H2 Green 2u
HSIC,79.87,+3.77,2.14,$|0.08|-2.79|-4.77|-2.87|-4.85,A Bull|H2 Green 2u(G),!|0|0|0|-4.21|-6.19,A Bull|H2 Green 2u(G),$|4.96|-1.52|-3.50|-6.48|-8.47,A Bull|H5 Green 3
IBM,228.63,+2.97,4.29,!|0|0|0|-2.86|-3.70,A Bull|H2 Green 2u,$|3.55|-1.18|-2.02|-4.73|-5.57,A Bull|H5 Green 3,?|10.85|10.72|9.88|-0.13|-0.97,A Bull|H0 Bu Rev 50%
INGN,12.53,+.71,0.64,$|0.40|-0.20|-0.30|-0.60|-0.70,A Bull|G Bu Rev 2-2,!|0|0|0|-0.56|-0.66,A Bull|H2 Green 2u,$|1.37|-0.88|-0.98|-2.25|-2.35,A Bull|G Bu Rev 2-2
JBI,8.28,+.10,0.31,?|0|0|0|0.02|-0.02,A Bull|H3 Green 2d,!|0|0|0|-0.35|-0.52,A Bull|H2 Green 2u,$|0.41|-0.18|-0.35|-0.60|-0.77,A Bull|H5 Green 3
JNJ,151.15,+.77,2.77,?|0|0|0|0.48|-0.25,A Bull|H3 Green 2d,!|0|0|0|-2.29|-4.59,A Bull|H1 Bu Rev 3-2u,?|6.13|3.85|1.55|-2.28|-4.57,A Bull|H0 Bu Rev 50%
KGC,11.12,+.25,0.38,!|0|0|0|-0.17|-0.36,A Bull|H2 Green 2u,$|0.01|-0.31|-0.50|-0.32|-0.51,A Bull|H1 Bu Rev 1-2u,$|0.17|-0.38|-0.57|-0.55|-0.74,A Bull|G Bu Rev 2-2
KRKR,9.42,+5.1701,0.9,!|0|0|0|-5.05|-8.62,A Bull|H2 Green 2u(G),!|0|0|0|-5.74|-9.31,A Bull|H2 Green 2u,$|0.46|-5.05|-8.62|-5.51|-9.08,A Bull|G Bu Rev 2-2
LFMD,5.72,+.22,0.36,!|0|0|0|-0.22|-0.43,A Bull|H2 Green 2u(G),!|0|0|0|-0.28|-0.49,A Bull|H2 Green 2u,?|1.07|0.96|0.68|-0.11|-0.39,A Bull|H0 Bu Rev 50%
LKNCY,27.9400,+.14,0.81,!|0|0|0|-0.12|-0.17,A Bull|H2 Green 2u,!|0|0|0|-0.45|-0.50,A Bull|H2 Green 2u(G),$|1.20|-0.49|-0.54|-1.69|-1.74,A Bull|F Bu Rev 2-1-2
LPLA,362.02,+3.84,8.12,!|0|0|0|-1.22|-5.20,A Bull|H2 Green 2u,$|5.81|-0.39|-4.37|-6.20|-10.19,A Bull|H5 Green 3,!|0|0|0|-25.62|-29.60,A Bull|H2 Green 2u
LPRO,6.30,+.66,0.3,!|0|0|0|-0.63|-1.00,A Bull|H2 Green 2u(G),$|0.06|-0.94|-1.31|-1.00|-1.37,A Bull|G Bu Rev 2-2,?|0.55|0.45|0.08|-0.10|-0.47,A Bull|H0 Bu Rev 50%
LRN,127.87,+7.23,3.99,!|0|0|0|-6.47|-11.48,A Bull|H2 Green 2u(G),!|0|0|0|-7.27|-12.28,A Bull|H2 Green 2u,!|0|0|0|-15.07|-20.08,A Bull|H2 Green 2u
LX,7.85,+.12,0.41,!|0|0|0|-0.05|-0.32,A Bull|H2 Green 2u(G),!|0|0|0|-0.22|-0.49,A Bull|H2 Green 2u,!|0|0|0|-1.48|-1.75,A Bull|H2 Green 2u
MFG,5.48,+.05,0.11,!|0|0|0|-0.01|-0.06,A Bull|H2 Green 2u,!|0|0|0|-0.27|-0.32,A Bull|H2 Green 2u,!|0|0|0|-0.17|-0.22,A Bull|H2 Green 2u
MUFG,12.74,-.10,0.23,?|0|0|0|0.12|0.07,A Bull|H3 Green 2d,!|0|0|0|-0.18|-0.40,A Bull|H2 Green 2u,!|0|0|0|-0.43|-0.65,A Bull|H2 Green 2u
NBIX,150.68,-.03,3.45,!|0|0|0|1.94|-0.72,A Bull|H2 Green 2u,!|0|0|0|-1.50|-4.16,A Bull|H2 Green 2u,!|0|0|0|-10.68|-13.34,A Bull|H2 Green 2u
NDAQ,81.73,+.54,1.62,?|0.65|0.57|0.17|-0.08|-0.48,A Bull|H0 Bu Rev 50%,$|1.21|-0.16|-0.73|-1.37|-1.94,A Bull|H5 Green 3,?|3.29|1.72|1.15|-1.57|-2.14,A Bull|H0 Bu Rev 50%
NMR,6.41,+.04,0.12,!|0|0|0|0.04|-0.00,A Bull|H2 Green 2u,!|0|0|0|-0.13|-0.18,A Bull|H2 Green 2u,$|0.31|-0.14|-0.19|-0.46|-0.50,A Bull|H5 Green 3
NOMD,17.38,+.18,0.44,$|0.18|-0.01|-0.11|-0.19|-0.29,A Bull|H5 Green 3,$|0.01|-0.34|-0.44|-0.35|-0.45,A Bull|H1 Bu Rev 1-2u,?|0.91|0.88|0.78|-0.03|-0.13,A Bull|H0 Bu Rev 50%
NTRS,112.60,+.19,2.24,!|0|0|0|0.52|-0.79,A Bull|H2 Green 2u,!|0|0|0|-0.91|-2.22,A Bull|H2 Green 2u,$|6.06|-1.12|-2.43|-7.18|-8.49,A Bull|H5 Green 3
NTWO,9.95,+.01,0.02,$|0.00|-0.01|-0.01|-0.01|-0.01,A Bull|A Bu Rev 2x inside,$|0.00|-0.01|-0.01|-0.01|-0.01,A Bull|A Bu Rev 2x inside,?|NaN|NaN|NaN|-0.01|-0.03,-
ONON,63.04,+.88,2.23,!|0|0|0|-0.49|-1.25,A Bull|H2 Green 2u,!|0|0|0|-2.05|-2.81,A Bull|H2 Green 2u,!|0|0|0|-2.92|-3.68,A Bull|H2 Green 2u
OPCH,30.95,+.12,0.89,?|0|0|0|0.27|-0.14,A Bull|H3 Green 2d,!|0|0|0|-0.45|-1.14,-,!|0|0|0|-6.68|-7.37,A Bull|H2 Green 2u
OSW,22.04,+.40,0.56,!|0|0|0|-0.19|-0.25,A Bull|H2 Green 2u,!|0|0|0|-1.61|-1.67,A Bull|H2 Green 2u,$|0.82|-1.47|-1.53|-2.29|-2.35,A Bull|H5 Green 3
PAA,20.64,+.12,0.44,!|0|0|0|-0.12|-0.21,A Bull|H2 Green 2u(G),?|0.42|0.36|0.27|-0.06|-0.15,A Bull|H0 Bu Rev 50%,$|0.16|-1.81|-2.17|-1.97|-2.33,A Bull|H1 Bu Rev 1-2u
PCH,43.60,+1.09,1.12,!|0|0|0|-0.39|-0.67,A Bull|H1 Bu Rev 3-2u,!|0|0|0|-0.54|-0.82,A Bull|H2 Green 2u,?|3.62|1.79|1.51|-1.83|-2.11,A Bull|H0 Bu Rev 50%
PFGC,90.78,+.74,1.68,!|0|0|0|0.31|-0.39,A Bull|H2 Green 2u,!|0|0|0|-1.16|-1.86,A Bull|H2 Green 2u,?|4.68|1.66|0.96|-3.02|-3.72,A Bull|H0 Bu Rev 50%
PLNT,107.51,+.72,2.56,!|0|0|0|-0.52|-1.13,A Bull|H2 Green 2u(G),?|2.25|0.90|0.29|-1.34|-1.95,A Bull|H0 Bu Rev 50%,!|0|0|0|-4.61|-5.51,A Bull|H2 Green 2u
PRU,122.33,+1.15,2.46,!|0|0|0|-0.35|-1.90,A Bull|H2 Green 2u,!|0|0|0|-1.41|-2.96,A Bull|H2 Green 2u,?|7.73|7.48|5.93|-0.25|-1.80,A Bull|H0 Bu Rev 50%
PUK,16.63,+.25,0.35,$|0.11|-0.03|-0.09|-0.14|-0.21,A Bull|H2 Green 2u(G),!|0|0|0|-0.11|-0.18,A Bull|H2 Green 2u(G),?|0.99|0.89|0.82|-0.10|-0.16,A Bull|H0 Bu Rev 50%
QNST,23.65,-.17,1.03,?|0.56|0.48|0.26|-0.08|-0.30,A Bull|H0 Bu Rev 50%,!|0|0|0|-0.51|-0.99,A Bull|H2 Green 2u,?|1.91|1.06|0.58|-0.85|-1.33,A Bull|H0 Bu Rev 50%
RBLX,70.08,+1.65,2.21,!|0|0|0|-0.96|-1.56,A Bull|H2 Green 2u,$|1.67|-2.65|-3.25|-4.31|-4.92,A Bull|H5 Green 3,!|0|0|0|-8.31|-8.91,A Bull|H2 Green 2u
RCL,269.09,+3.84,8.58,!|0|0|0|0.87|-1.35,A Bull|H2 Green 2u,$|9.08|-18.98|-21.20|-28.06|-30.28,A Bull|H5 Green 3,$|15.57|-10.39|-12.61|-25.96|-28.18,A Bull|H5 Green 3
RDDT,202.00,+7.25,11.17,!|0|0|0|-5.17|-8.74,A Bull|H2 Green 2u(G),$|7.70|-11.00|-14.57|-18.70|-22.27,A Bull|H5 Green 3,!|0|0|0|-19.80|-23.37,A Bull|H2 Green 2u
RELY,23.79,+.29,0.7,!|0|0|0|0.07|-0.04,A Bull|H2 Green 2u,!|0|0|0|-0.05|-0.16,A Bull|H2 Green 2u,!|0|0|0|-0.68|-0.79,A Bull|H2 Green 2u
RMD,252.86,+2.92,5.93,$|1.89|0.54|-0.10|-1.35|-1.99,A Bull|H5 Green 3,!|0|0|0|-2.10|-7.94,A Bull|H2 Green 2u,$|5.69|2.30|-3.54|-3.39|-9.23,A Bull|C Bu Rev 1-2-2
SAGE,7.33,-.02,0.41,?|0|0|0|0.09|-0.04,A Bull|H3 Green 2d,?|0.77|0.55|0.29|-0.22|-0.48,A Bull|H2 Green 2u(G),$|0.68|-0.68|-1.23|-1.36|-1.91,A Bull|F Bu Rev 2-1-2
SAN,5.14,+.03,0.09,$|0.02|0.00|-0.05|-0.02|-0.07,A Bull|H2 Green 2u(G),!|0|0|0|-0.05|-0.10,A Bull|H2 Green 2u(G),$|0.24|-0.20|-0.25|-0.44|-0.49,A Bull|H5 Green 3
SBUX,108.58,+8.17,2.43,!|0|0|0|-7.90|-9.40,A Bull|H2 Green 2u(G),!|0|0|0|-9.57|-11.07,A Bull|H2 Green 2u,$|1.11|-5.26|-6.76|-6.37|-7.87,A Bull|G Bu Rev 2-2
SCGLY,6.4900,+.01,0.13,!|0|0|0|0.00|-0.04,A Bull|H2 Green 2u,!|0|0|0|-0.07|-0.11,A Bull|H2 Green 2u(G),$|0.28|-0.40|-0.44|-0.68|-0.72,A Bull|G Bu Rev 2-2
SE,121.92,+2.39,3.75,!|0|0|0|-0.28|-1.13,A Bull|H2 Green 2u,$|1.78|-2.54|-3.39|-4.33|-5.17,A Bull|H5 Green 3,$|7.04|-2.45|-3.30|-9.49|-10.34,A Bull|H5 Green 3
SEMR,17.50,+.01,0.73,!|0|0|0|0.34|-0.11,A Bull|H2 Green 2u,!|0|0|0|-0.55|-1.00,A Bull|H2 Green 2u,$|1.40|-3.03|-3.48|-4.43|-4.88,A Bull|H5 Green 3
SF,117.51,+2.30,2.71,!|0|0|0|-1.50|-2.76,A Bull|H2 Green 2u(G),$|1.43|-1.11|-2.37|-2.54|-3.80,A Bull|H5 Green 3,?|1.98|1.61|0.35|-0.37|-1.63,A Bull|H1 Bu Rev 1-2u
SFM,155.11,+2.81,4.53,!|0|0|0|-0.94|-1.21,A Bull|H2 Green 2u,!|0|0|0|-6.63|-6.90,A Bull|H2 Green 2u,?|0.64|0.53|0.26|-0.11|-0.38,A Bull|G Bu Rev 2-2
SGRY,25.75,0,1.11,!|0|0|0|0.10|-0.30,A Bull|H2 Green 2u,$|0.67|-4.34|-4.74|-5.01|-5.41,A Bull|F Bu Rev 2-1-2,?|7.37|6.14|5.74|-1.23|-1.63,A Bull|G Bu Rev 2-2
SHCO,8.29,+.92,0.4,$|0.18|-0.57|-0.75|-0.75|-0.93,A Bull|H2 Green 2u(G),$|0.18|-0.48|-0.67|-0.66|-0.84,A Bull|H5 Green 3,!|0|0|0|-0.20|-0.38,A Bull|H1 Bu Rev 3-2u
SOBO,24.65,+.84,0.78,$|0.59|-0.05|-0.12|-0.64|-0.71,A Bull|D Bu Rev 3-2-2,?|0.77|0.69|0.62|-0.07|-0.14,A Bull|H0 Bu Rev 50%,?|1.77|1.64|0.95|-0.13|-0.82,A Bull|H0 Bu Rev 50%
SPOT,538.83,+8.03,17.05,!|0|0|0|-1.84|-6.87,A Bull|H2 Green 2u,!|0|0|0|-26.82|-31.85,A Bull|H2 Green 2u,$|31.15|-32.36|-37.39|-63.51|-68.54,A Bull|H5 Green 3
SQM,40.30,+1.35,1.07,$|0.15|-1.15|-1.24|-1.30|-1.39,A Bull|H2 Green 2u(G),?|1.09|0.35|0.26|-0.74|-0.83,A Bull|H0 Bu Rev 50%,?|2.44|0.69|0.29|-1.74|-2.15,A Bull|H0 Bu Rev 50%
SUM,52.37,+.09,0.23,!|0|0|0|-0.02|-0.07,A Bull|H2 Green 2u,!|0|0|0|-0.10|-0.15,A Bull|H2 Green 2u,?|2.43|1.12|1.07|-1.31|-1.36,A Bull|H1 Bu Rev 1-2u
